State,IHE_Name,Program_Title,Program_Type,Level_of_Degree,Format,Alternate_Route_to_Certification,Category_of_Credentialing,URL_for_Program
New Mexico,New Mexico State University-Main Campus,MA in Special Education (Alternative Licensure),Special Education,Masters,In Person,Yes,Special Education,https://tpal.nmsu.edu/admissions/alternative-licensure.html
New Mexico,New Mexico State University-Main Campus,MA in Special Education (Initial License),Special Education,Masters,In Person,No,Special Education,https://tpal.nmsu.edu/degree-programs/masters-programs/sped-ma.html
New Mexico,New Mexico State University-Main Campus,MA in Special Education (Prior General Ed. Licensure),Special Education,Masters,In Person,No,Special Education,https://tpal.nmsu.edu/degree-programs/masters-programs/sped-ma.html
New Mexico,New Mexico State University-Main Campus,MA in Special Education (Scholarly Route),Special Education,Masters,In Person,No,Special Education,https://tpal.nmsu.edu/degree-programs/masters-programs/sped-ma.html
New Mexico,New Mexico State University-Main Campus,Master of Arts in Special Education with an emphasis in Visual Impairment (preparation for licensure in teaching school-aged children/infants/toddlers and/or orientation and mobility),Special Education,Masters,Hybrid,No,Special Education,https://tpal.nmsu.edu/degree-programs/certificates/visual-impairment-program.html
New Mexico,New Mexico State University-Main Campus,Master of Education (Med) – Individuals acquiring a MEd degree in Special Education with certification as a TVI,Special Education,Masters,Hybrid,No,Special Education,https://tpal.nmsu.edu/degree-programs/certificates/visual-impairment-program.html
New Mexico,New Mexico State University-Main Campus,Single Certification-Teacher of the Visually Impaired (TVI) – New Mexico State Teaching Certification for Teachers of the Visually Impaired,Special Education,Graduate Certificate,Hybrid,No,Special Education,https://tpal.nmsu.edu/degree-programs/certificates/visual-impairment-program.html
New Mexico,New Mexico State University-Main Campus,Special Education Alternative Licensure -​ Graduate Certificate,Special Education,Graduate Certificate,Hybrid,Yes,Special Education,https://tpal.nmsu.edu/admissions/alternative-licensure.html
New Mexico,Northern New Mexico College,Bachelor of Arts EARLY CHILDHOOD EDUCATION–LICENSURE,Blended,Bachelors,In Person,No,Blended,https://nnmc.edu/home/academics/schools-and-departments/college-of-education/ece-ee/
New Mexico,San Juan College,Special Education Alternative Licensure Certificate,Special Education,Post Bac. Certificate,Hybrid,Yes,Special Education,https://www.sanjuancollege.edu/education-social-science-and-public-safety/teacher-education/
New Mexico,Santa Fe Community College,ECE (Blended Credential) Teacher Cert Alt Route,Blended,No Degree,In Person,Yes,Blended,https://www.sfcc.edu/programs/teacher-preparation__trashed/early-childhood-education/
New Mexico,Santa Fe Community College,Special Education Teacher Certification (K-12) Alt Route,Special Education,No Degree,In Person,Yes,Special Education,https://www.sfcc.edu/programs/alternative-licensure-program/
New Mexico,University of New Mexico-Main Campus,"Early Childhood Multicultural Education Licensure Pre-K to Grade 3, B.S.",Blended,Bachelors,In Person,No,Blended,https://coehs.unm.edu/departments-programs/ifce/family-child-studies/index.html
New Mexico,University of New Mexico-Main Campus,Dual License Preparation: Special Education (Pre K–12) and Elementary Education (K–8),Special Education,Bachelors,Hybrid,No,"Dual
Elementary Ed
Special Education",https://coehs.unm.edu/departments-programs/spcd/special-education-program/bsed.html
New Mexico,University of New Mexico-Main Campus,Education Specialist Certificate in Special Education,Special Education,Graduate Certificate,Hybrid,No,No license,https://coehs.unm.edu/departments-programs/spcd/special-education-program/certificates/special-education-certificate/index.html
New Mexico,University of New Mexico-Main Campus,Master of Arts in Special Education with alternative licensure,Special Education,Masters,Hybrid,Yes,Special Education,https://coehs.unm.edu/departments-programs/spcd/special-education-program/masters/index.html
New Mexico,University of New Mexico-Main Campus,"Special Education, M.A. - Concentration I - Intellectual Disability and Severe Disabilities: Studies in Educational Equity for Diverse Exceptional Learners",Special Education,Masters,Hybrid or In Person,No,Special Education,https://coehs.unm.edu/departments-programs/spcd/special-education-program/masters/index.html
New Mexico,University of New Mexico-Main Campus,"Special Education, M.A. - Concentration II - Learning and Behavioral Exceptionalities: Studies in Instruction, Curriculum, Collaboration and Transition of Diverse Learners",Special Education,Masters,Hybrid,No,Special Education,https://coehs.unm.edu/departments-programs/spcd/special-education-program/masters/index.html
New Mexico,University of the Southwest,Alternative Licensure Program Plan ECE(Blended),Blended,No Degree,Online,Yes,Blended,https://www.usw.edu/graduate-programs/--/alternative-teaching-licensure-program
New Mexico,University of the Southwest,Alternative Licensure Program Plan SpEd,Blended,No Degree,Online,Yes,Blended,https://www.usw.edu/graduate-programs/--/alternative-teaching-licensure-program
New Mexico,University of the Southwest,BS Early Childhood B-3,Blended,Bachelors,Online,No,Blended,https://www.usw.edu/undergraduate-programs/early-childhood-education
New Mexico,University of the Southwest,BS in Education - Special Education General science,Special Education,Bachelors,Online,No,Special Education,https://www.usw.edu/undergraduate-programs/special-education-(science)
New Mexico,University of the Southwest,BS in Education - Special Education Language Arts,Special Education,Bachelors,Online,No,Special Education,https://www.usw.edu/undergraduate-programs/special-education-(language-arts)
New Mexico,University of the Southwest,BS in Education - Special Education Mathematics,Special Education,Bachelors,Online,No,Special Education,https://www.usw.edu/undergraduate-programs/special-education-(mathematics)
New Mexico,University of the Southwest,BS in Education - Special Education Social Science,Special Education,Bachelors,Online,No,Special Education,https://www.usw.edu/undergraduate-programs/special-education-(social-studies)
New Mexico,University of the Southwest,MSE SpEd Non-licensure,Special Education,Masters,Online,No,No license,https://www.usw.edu/graduate-programs/mse/special-education-(non-licensure)
New Mexico,Western New Mexico University,"Alternative Licensure Option 1 - Early Childhood Education (0821)
School of Education",Blended,No Degree,Online,Yes,Blended,https://soe.wnmu.edu/licensure/alt/
New Mexico,Western New Mexico University,"Alternative Licensure Option 2 - Early Childhood Education (0821)
School of Education",Blended,Masters,Online,Yes,Blended,https://soe.wnmu.edu/licensure/alt/
New Mexico,Western New Mexico University,Bachelor of Science in Early Childhood Education Age 3 to Grade 3 Concentration + Licensure,Blended,Bachelors,Online,No,Blended,https://soe.wnmu.edu/undergraduate/ecp/bs/?utm_source=degrees-dropdown&utm_medium=call-to-action&utm_campaign=call-to-action-homepage#contact-information
New Mexico,Western New Mexico University,Bachelor of Science in Early Childhood Education B-Age 4 Concentration + licensure,Blended,Bachelors,Online,No,Blended,https://soe.wnmu.edu/undergraduate/ecp/bs/?utm_source=degrees-dropdown&utm_medium=call-to-action&utm_campaign=call-to-action-homepage#contact-information
New Mexico,Western New Mexico University,BS Early Childhood Care and Education (non-licensure),Blended,Bachelors,Online,No,No license,https://soe.wnmu.edu/undergraduate/bs/
New Mexico,Western New Mexico University,"Master of Arts in Early Childhood Education, Trauma Informed Practice",Blended,Masters,Online,No,No license,https://soe.wnmu.edu/grad/mat-ece-trauma-informed-practice/
New Mexico,Western New Mexico University,Master of Arts in Teaching-Specialization - Early Childhood Education,Blended,Masters,Online,No,No license,https://soe.wnmu.edu/grad/mat2/#areas-of-specialization
New Mexico,Western New Mexico University,"Alternative Licensure Option 1- Special Education (0808)
School of Education",Special Education,No Degree,Online,Yes,Special Education,https://soe.wnmu.edu/licensure/alt/
New Mexico,Western New Mexico University,BS Special Education (Licensure) Language Arts + General Science,Special Education,Bachelors,Online,No,Special Education,https://soe.wnmu.edu/undergraduate/bs/
New Mexico,Western New Mexico University,BS Special Education (Licensure) Language Arts + Math,Special Education,Bachelors,Online,No,Special Education,https://soe.wnmu.edu/undergraduate/bs/
New Mexico,Western New Mexico University,BS Special Education (Licensure) Language Arts + Social Studies,Special Education,Bachelors,Online,No,Special Education,https://soe.wnmu.edu/undergraduate/bs/
New Mexico,Western New Mexico University,Master of Arts in Teaching Specialization - Special Education (0808),Special Education,Masters,Online,No,Special Education,https://soe.wnmu.edu/grad/mat2/#areas-of-specialization
New Mexico,Western New Mexico University,Teaching - Special Education M.A.T./B.S. Lang. Arts + General Science 3+2,Special Education,Integrated Bachelors/Masters,Online,No,Special Education,See both https://catalog.wnmu.edu/preview_program.php?catoid=6&poid=2257&hl=%22Special+Education%2C+B.S.+%283%2F2+Program%29%22&returnto=search             and          https://catalog.wnmu.edu/preview_program.php?catoid=6&poid=2258&hl=%22Teaching+-+Special+Education+M.A.T.%2FB.S.+3%2B2%22&returnto=search
New Mexico,Western New Mexico University,Teaching - Special Education M.A.T./B.S. Lang. Arts + Math 3+2,Special Education,Integrated Bachelors/Masters,Online,No,Special Education,See both https://catalog.wnmu.edu/preview_program.php?catoid=6&poid=2257&hl=%22Special+Education%2C+B.S.+%283%2F2+Program%29%22&returnto=search https://catalog.wnmu.edu/preview_program.php?catoid=6&poid=2258&hl=%22Teaching+-+Special+Education+M.A.T.%2FB.S.+3%2B2%22&returnto=search
New Mexico,Western New Mexico University,Teaching - Special Education M.A.T./B.S. Lang. Arts + Social Studies 3+2,Special Education,Integrated Bachelors/Masters,Online,No,Special Education,See both https://catalog.wnmu.edu/preview_program.php?catoid=6&poid=2257&hl=%22Special+Education%2C+B.S.+%283%2F2+Program%29%22&returnto=search    and            https://catalog.wnmu.edu/preview_program.php?catoid=6&poid=2258&hl=%22Teaching+-+Special+Education+M.A.T.%2FB.S.+3%2B2%22&returnto=search    
New York,Adelphi University,Early Childhood Special Education Advanced Certificate,ECSE,Certificate of Advanced Graduate Studies,In Person,No,ECSE,http://catalog.adelphi.edu/preview_program.php?catoid=27&poid=13110&_gl=1*r97fd4*_ga*OTEyNTc5MTI2LjE2NTk1NTE0MTI.*_ga_RWKYLG5ZDT*MTY2Mzg3NDc0NS44LjEuMTY2Mzg3NDg3My4wLjAuMA..
New York,Adelphi University,"Early Childhood Special Education, Single Certification - In-Service, M.S.",ECSE,Masters,In Person,No,ECSE,http://catalog.adelphi.edu/preview_program.php?catoid=27&poid=13081&_gl=1*r97fd4*_ga*OTEyNTc5MTI2LjE2NTk1NTE0MTI.*_ga_RWKYLG5ZDT*MTY2Mzg3NDc0NS44LjEuMTY2Mzg3NDg3My4wLjAuMA..
New York,Adelphi University,"Early Childhood Special Education, Dual Certification - In-Service, M.S.",Dual,Masters,In Person,No,Dual,http://catalog.adelphi.edu/preview_program.php?catoid=27&poid=13080&_gl=1*r97fd4*_ga*OTEyNTc5MTI2LjE2NTk1NTE0MTI.*_ga_RWKYLG5ZDT*MTY2Mzg3NDc0NS44LjEuMTY2Mzg3NDg3My4wLjAuMA..
New York,Adelphi University,"Early Childhood Special Education, Dual Certification - Pre-Service, M.S.",Dual,Masters,In Person,No,Dual,http://catalog.adelphi.edu/preview_program.php?catoid=27&poid=13079&_gl=1*r97fd4*_ga*OTEyNTc5MTI2LjE2NTk1NTE0MTI.*_ga_RWKYLG5ZDT*MTY2Mzg3NDc0NS44LjEuMTY2Mzg3NDg3My4wLjAuMA..
New York,Bank Street College of Education,Early Childhood Special Education (On Campus or Online) (M.S.Ed or Ed.M),ECSE,Masters,In Person or Online ,No,ECSE,https://graduate.bankstreet.edu/academics/academic-programs/early-childhood-special-education/
New York,Bank Street College of Education,Early Childhood Special Education Advanced Certificate,ECSE,No Degree,In Person,No,ECSE,https://graduate.bankstreet.edu/academics/academic-programs/early-childhood-special-education-advanced-certificate/
New York,Bank Street College of Education,Infant and Family Development and Early Intervention (Non-certification),ECSE,Masters,In Person,No,No license,https://graduate.bankstreet.edu/academics/academic-programs/infant-and-family-development-and-early-intervention-non-certification/
New York,Bank Street College of Education,Infant and Family Development and Early Intervention/Early Childhood Special Education (M.S.Ed or Ed.M),ECSE,Masters,In Person,No,ECSE,https://graduate.bankstreet.edu/academics/academic-programs/infant-and-family-development-and-early-intervention-early-childhood-special-education/
New York,Bank Street College of Education,Dual Language / Bilingual Early Childhood Special and General Education,Dual,Masters,In Person,No,Dual,https://graduate.bankstreet.edu/academics/academic-programs/dual-language-bilingual-early-childhood-special-and-general-education/
New York,Bank Street College of Education,Dual Language / Bilingual Early Childhood Special Education (M.S.Ed or Ed.M),Blended,Masters,In Person,No,ECSE,https://graduate.bankstreet.edu/academics/academic-programs/dual-language-bilingual-early-childhood-special-education/
New York,Bank Street College of Education,Early Childhood Special and General Education Dual Certification (On Campus or Online),Blended,Masters,In Person or Online ,No,Dual,https://graduate.bankstreet.edu/academics/academic-programs/early-childhood-special-and-general-education-dual-certification/
New York,Bank Street College of Education,Early Childhood Special and General Education Dual Certification/Dual Degree with Columbia University School of Social Work,Blended,Masters,In Person,No,ECSE,https://graduate.bankstreet.edu/academics/academic-programs/early-childhood-special-and-general-education-dual-certification-dual-degree-with-columbia-university-school-of-social-work/
New York,Bank Street College of Education,Early Childhood Special Education/ Dual Degree with Columbia University School of Social Work,Blended,Masters,In Person,No,ECSE,https://graduate.bankstreet.edu/academics/academic-programs/early-childhood-special-education-dual-degree-with-columbia-university-school-of-social-work/
New York,Bank Street College of Education,Infant and Family Development and Early Intervention/Dual degree with Hunter College School of Social Work,Blended,Masters,In Person,No,No license,https://graduate.bankstreet.edu/academics/academic-programs/infant-and-family-development-and-early-intervention-dual-degree-with-hunter-college-school-of-social-work/
New York,Bank Street College of Education,Infant and Family Development and Early Intervention/Early Childhood Special and General Education,Blended,Masters,In Person,No,Dual,https://graduate.bankstreet.edu/academics/academic-programs/infant-and-family-development-and-early-intervention-early-childhood-special-and-general-education/
New York,Binghamton University,SPECIAL EDUCATION (MSED) Early Childhood Special Education,ECSE,Masters,Online,No,ECSE,https://www.binghamton.edu/tlel/academics/degrees/advanced-preparation/special-education.html
New York,Binghamton University,"Childhood and Early Childhood, and Special Education Education (CEC)  Master of Science in Education (MSEd)",Dual,Masters,In Person,No,"Dual, Elementary Ed, and Special Education",https://www.binghamton.edu/tlel/academics/degrees/initial-preparation/childhood-earlychildhood.html
New York,Binghamton University,SPECIAL EDUCATION (MSED) Early Childhood and Childhood Special Education,Dual,Masters,Online,No,"Dual, Elementary Ed, and Special Education",https://www.binghamton.edu/tlel/academics/degrees/advanced-preparation/special-education.html
New York,Canisius College,Teaching Students with Disabilities - Childhood Early Childhood Extension (MS),ECSE,Masters,In Person,No,"ECSE
Special Education",https://www-prod.canisius.edu/academics/programs/graduate/teaching-students-disabilities-all-grades
New York,Canisius College,CHILDHOOD EDUCATION 1-6/SPECIAL EDUCATION 1-6 (MSED) (Extension: Initial Early Childhood),Dual,Masters,In Person,No,"Dual, Elementary Ed, and Special Education",https://catalog.canisius.edu/graduate/school-education-human-services/educator-preparation/childhood-and-special-education/#curriculumtext
New York,Canisius College,Special Education/Childhood Ed (BS) (Extension: Initial Early Childhood),Dual,Bachelors,In Person,No,"Dual, Elementary Ed, and Special Education",https://catalog.canisius.edu/undergraduate/school-education-human-services/educator-preparation/special-education-childhood/#curriculumtext
New York,College of Mount Saint Vincent,M.S. in Early Childhood Education and Special Education (Dual Certification Birth-Grade 2),Blended,Masters,In Person,No,Dual,https://mountsaintvincent.edu/graduate-adult/graduate-programs/ms-education/m-s-in-early-childhood-and-special-education-dual-certification/
New York,CUNY Brooklyn College,Advanced certificate in early intervention and parenting,ECSE,Certificate of Advanced Graduate Studies,Online,No,No license,https://www.brooklyn.edu/academics/programs/early-intervention-and-parenting-ac/
New York,CUNY Brooklyn College,"Option A: M.S. in Education degree program: teacher of students with disabilities in early childhood education (birth-grade
2)",ECSE,Masters,Online,No,No license,https://www.brooklyn.edu/academics/programs/special-education-early-msed/
New York,CUNY Brooklyn College,"Option B: M.S. in Education degree program: teacher of students with disabilities in early childhood education (birth-grade
2)",ECSE,Masters,Online,No,ECSE,https://www.brooklyn.edu/academics/programs/special-education-early-msed/
New York,CUNY Brooklyn College,SWD B-2 + Advanced certificate in early intervention and parenting,ECSE,Certificate of Advanced Graduate Studies,Online,No,ECSE,https://www.brooklyn.edu/academics/programs/early-intervention-and-parenting-ac/
New York,CUNY Brooklyn College,Option C: MSEd program: teacher of students with disabilities in early childhood education (birth-grade 2),ECSE,Masters,Online,Yes,ECSE,https://www.brooklyn.edu/academics/programs/special-education-early-msed/
New York,CUNY Brooklyn College,Dual certification for early childhood education teacher & teaching students with disabilities in early childhood,Blended,Bachelors,In Person,No,Dual,https://www.brooklyn.edu/academics/programs/early-childhood-teacher-bto2-special-ba/
New York,CUNY City College,Advanced Certificate:  Teacher of Young Children with Special Needs Early Childhood – Birth-Grade 2 (for individuals who hold Initial Certification in ECE/CE/BCE - code 39361),ECSE,Certificate of Advanced Graduate Studies,In Person,No,ECSE,https://www.ccny.cuny.edu/earlychildhooded/program_descriptions
New York,CUNY City College,Advanced Certificate Leading to Initial Certification  birth-2nd grade (code - 31917),Blended,Certificate of Advanced Graduate Studies,In Person,No,ECSE,https://www.ccny.cuny.edu/earlychildhooded/program_descriptions
New York,CUNY Hunter College,Early Childhood Development and Learning: Diverse Children and Families: Additional NYS Certification (Advanced Certificate),ECSE,Certificate of Advanced Graduate Studies,In Person,No,ECSE,https://education.hunter.cuny.edu/admissions/specialized-additional-teaching-certificate-programs/early-childhood-development-and-learning-diverse-children-and-families-advanced-certificate/
New York,CUNY Hunter College,Professional Certification (Advanced Preparation) in Special Education – Early Childhood Special Education (MSEd),ECSE,Certificate of Advanced Graduate Studies,In Person,No,ECSE,https://education.hunter.cuny.edu/academics/graduate-programs/professional-certification-advanced-preparation-in-special-education-early-childhood-special-education-msed/
New York,CUNY Hunter College,Track 2 Early Childhood Development and Learning: Diverse Children and Families – with prior NYS Certification in Early Childhood (MSEd),ECSE,Masters,In Person,No,ECSE,https://education.hunter.cuny.edu/academics/graduate-programs/early-childhood-development-and-learning-diverse-children-and-families-with-prior-nys-certification-in-early-childhood-msed/
New York,CUNY Hunter College,Early Childhood Development and Learning: Diverse Children and Families (MSEd),Dual,Masters,In Person,No,Dual,https://education.hunter.cuny.edu/academics/graduate-programs/early-childhood-development-and-learning-diverse-children-and-families-msed/
New York,CUNY Hunter College,Early Childhood Development and Learning: Diverse Children and Families- Severe/Multiple Disabilities for those with NYS Certification in Early Childhood Education,Dual,Masters,In Person,No,ECSE,https://education.hunter.cuny.edu/admissions/graduate-programs/early-childhood-education/early-childhood-special-education-severe-and-multiple-disabilities-for-those-with-nys-certification-in-early-childhood/
New York,CUNY Hunter College,Track 1 Early Childhood Development and Learning: Diverse Children and Families with Annotation in Severe/Multiple Disabilities (MSEd),Dual,Masters,In Person,No,Dual,https://education.hunter.cuny.edu/academics/graduate-programs/early-childhood-development-and-learning-diverse-children-and-families-with-annotation-in-severe-multiple-disabilities-msed/
New York,CUNY Hunter College,Track 2 Early Childhood Development and Learning: Diverse Children and Families with Annotation in Severe/Multiple Disabilities with prior NYS Certification in an area other than Early Childhood (MSEd),Dual,Masters,In Person,No,ECSE,https://education.hunter.cuny.edu/academics/graduate-programs/early-childhood-development-and-learning-diverse-children-and-families-with-annotation-in-severe-multiple-disabilities-with-prior-nys-certification-in-an-area-other-than-early-childhood-msed/
New York,CUNY Lehman College,Special Education: Early Childhood (Birth-Grade 2) SPEAC-MSED,ECSE,Masters,In Person,No,ECSE,https://lehman-graduate.catalog.cuny.edu/programs/SPEAC-MSED
New York,CUNY Lehman College,"Special Education: Early Childhood (Birth-Grade 2), SPE-ADVCRT",ECSE,Certificate of Advanced Graduate Studies,In Person,No,ECSE,https://lehman-graduate.catalog.cuny.edu/programs/SPE-ADVCRT
New York,CUNY Medgar Evers College,"BA Early Childhood Special Education, Birth to 2nd Grade",ECSE,Bachelors,In Person,No,ECSE,https://www.mec.cuny.edu/academic-affairs/school-of-education/developmental-and-special-education/
New York,CUNY Queens College,Master of Science in Education (MSEd) in Integrated Bilingual Early Childhood Special Education,ECSE,Masters,In Person,No,ECSE,https://www.qc.cuny.edu/ga/master-of-science-education-integrated-bilingual-early-childhood-special-education/
New York,CUNY Queens College,"Post Master’s Advanced Certificate in
Early Childhood Special Education (Birth—2nd Grade)",ECSE,Certificate of Advanced Graduate Studies,In Person,No,ECSE,https://www.qc.cuny.edu/ga/post-masters-advanced-certificate-teacher-of-special-ed-early-childhood-b-2/
New York,CUNY Queens College,"​Master of Science in Education in
Early Childhood Special Education (Birth-2nd Grade)",ECSE,Masters,In Person,No,ECSE,https://www.qc.cuny.edu/academics/ecp/msed-in-early-childhood-special-education/
New York,Daemen University,"Bachelor of Science Programs in Education (Childhood, Early Childhood, Childhood/Special)",Blended,Bachelors,In Person,No,Dual,https://catalog.daemen.edu/undergrad/academic-programs/education/bachelor-of-science-programs-in-education/
New York,Daemen University - Brooklyn Campus,Master of Science in Early Childhood Special Education and General Education (Birth – 2) – Alternative Certification (Transitional B Certificate),Blended,Masters,In Person,Yes,Dual,https://catalog.daemen.edu/grad/education-graduate-programs/alternative-certification-trans-b/
New York,Dominican College of Blauvelt,Childhood Special Education Adv Cert,Dual,Bachelors,In Person,No,Dual,https://www.duny.edu/teacher-education-2/teacher-students-disabilities/  https://www.duny.edu/academic-divisions/division-teacher-education/syrop-program/ https://www.duny.edu/academic-divisions/division-teacher-education/early-childhood-education/
New York,Dominican College of Blauvelt,BA in Early Childhood Education with SYROP MS in Teacher for Students with Disabilities,Dual,Integrated Bachelors/Masters,In Person,No,Dual,https://www.duny.edu/teacher-education-2/teacher-students-disabilities/  https://www.duny.edu/academic-divisions/division-teacher-education/syrop-program/ https://www.duny.edu/academic-divisions/division-teacher-education/early-childhood-education/
New York,Fordham University,Childhood Special Education Adv Cert,ECSE,Certificate of Advanced Graduate Studies,In Person,No,ECSE,https://www.fordham.edu/graduate-school-of-education/academics/degree-and-certificate-programs/become-a-teacher/certificates-and-extensions/early-childhood-special-education/
New York,Fordham University,Early Childhood Special Education M.S.E.,ECSE,Masters,In Person,No,ECSE,https://www.fordham.edu/graduate-school-of-education/academics/degree-and-certificate-programs/become-a-teacher/master-of-science-in-education/early-childhood-special-education/
New York,Fordham University,Early Childhood Special Education M.S.T.,ECSE,Masters,In Person or Online ,No,ECSE,https://www.fordham.edu/graduate-school-of-education/academics/degree-and-certificate-programs/become-a-teacher/master-of-science-in-teaching/early-childhood-education-programs/early-childhood-special-education/
New York,Hofstra University,"Early Childhood Special Education (B-2nd Grade), Advanced Certificate",ECSE,Certificate of Advanced Graduate Studies,In Person,No,ECSE,https://www.hofstra.edu/special-education/early-childhood-special-education-b-2-adv-cert.html
New York,Hofstra University,"Early Childhood Special Education (Birth - Grade 2), MSEd",ECSE,Masters,In Person,No,ECSE,https://www.hofstra.edu/special-education/early-childhood-special-education-msed.html
New York,Hofstra University,"Literacy Studies (Birth-Grade 6) and Special Education (Birth-Grade 2) or (Grades 1-6), MSEd",ECSE,Masters,In Person,No,ECSE,https://www.hofstra.edu/literacy-studies/literacy-studies-special-education-msed.html
New York,Hofstra University,"Special Education Early Childhood Intervention (Birth-Grade 2), MSEd",ECSE,Masters,In Person,No,ECSE,https://www.hofstra.edu/special-education/special-education-early-childhood-intervention-b-2-master-msed.html
New York,Hofstra University,"Inclusive Early Childhood Special Education, MSED",Blended,Masters,In Person,No,Dual,https://www.hofstra.edu/special-education/early-childhood-inclusive-special-education-b-2-master-msed.html
New York,Iona College,"Early Childhood Special Education (Birth-Grade 2), MSEd (0808)",ECSE,Masters,In Person,No,ECSE,https://www.iona.edu/academics/explore-majors-programs/masters-degree-education-msed
New York,Iona College,"Literacy (Birth-Grade 6/Special Education - Childhood), MSEd (0830)",ECSE,Masters,In Person,No,ECSE,https://www.iona.edu/academics/explore-majors-programs/masters-degree-education-msed
New York,Keuka College,"Early Childhood Education/Special Education with American Sign Language, Bachelor of Science",Blended,Bachelors,In Person,No,Dual,https://www.keuka.edu/academics/programs/education
New York,Keuka College,"Early Childhood Education/Special Education with Art, Bachelor of Science",Blended,Bachelors,In Person,No,Dual,TWO LINKS:  https://www.keuka.edu/academics/programs/education     https://keuka.smartcatalogiq.com/2022-2023/college-record/educational-studies/education/early-childhood-special-education/early-childhood-education-special-education-with-art-bachelor-of-science/
New York,Keuka College,"Early Childhood Education/Special Education with English, Bachelor of Science",Blended,Bachelors,In Person,No,Dual,https://www.keuka.edu/academics/programs/education
New York,Keuka College,"Early Childhood Education/Special Education with Family and Child Studies, Bachelor of Science",Blended,Bachelors,In Person,No,Dual,https://www.keuka.edu/academics/programs/education
New York,Keuka College,"Early Childhood Education/Special Education with Global Studies, Bachelor of Science",Blended,Bachelors,In Person,No,Dual,https://www.keuka.edu/academics/programs/education
New York,Keuka College,"Early Childhood Education/Special Education with Mathematics, Bachelor of Science",Blended,Bachelors,In Person,No,Dual,https://www.keuka.edu/academics/programs/education
New York,Keuka College,"Early Childhood Education/Special Education with Science, Bachelor of Science",Blended,Bachelors,In Person,No,Dual,https://www.keuka.edu/academics/programs/education
New York,Keuka College,"Early Childhood Education/Special Education with Spanish, Bachelor of Science",Blended,Bachelors,In Person,No,Dual,https://www.keuka.edu/academics/programs/education
New York,Long Island University,Advanced Certificate in Early Childhood Special Education - Hudson,ECSE,Certificate of Advanced Graduate Studies,In Person,No,ECSE,https://www.liu.edu/Hudson/Academics/School-of-Education/Early-Childhood-Education/Advanced-Certificate-in-Early-Childhood-Special-Education
New York,Long Island University,Advanced Certificate in Early Childhood and Early Childhood Special Education (Birth – Gr. 2) - Hudson,Blended,Certificate of Advanced Graduate Studies,In Person,No,Dual,https://liu.edu/Hudson/Academics/School-of-Education/Early-Childhood-Education/Advanced-Certificate-in-Early-Childhood-and-Early-Childhood-Special-Education#668D10D1-2459-43D9-9C92-0F004706417410
New York,Long Island University,B.S. in Early Childhood Education and Special Education (dual initial certification) - Post,Blended,Bachelors,In Person,No,Dual,https://liu.edu/post/academics/~/link.aspx?_id=F5574EAF59924EE981E3091C579A1449&_z=z
New York,Long Island University,M.S.Ed. in Early Childhood and Early Childhood Special Education (Birth – Gr. 2) - Hudson,Blended,Masters,In Person,No,Dual,https://liu.edu/Hudson/Academics/School-of-Education/Special-Education/MSed-Early-Childhood-and-Early-Childhood-Special-Education
New York,Manhattanville College,MPS – Special Education Early Childhood (Birth-Grade 2) – 38 credits,ECSE,Masters,In Person,No,ECSE,https://www.mville.edu/programs/masters-early-childhood-education.php
New York,Manhattanville College,"Special Education: Early Childhood (Birth-Grade 2), CERT (E402)",ECSE,Certificate of Advanced Graduate Studies,In Person,No,ECSE,https://www.mville.edu/programs/masters-early-childhood-education.php
New York,Manhattanville College,"Early Childhood (Birth-Grade 2) and Special Education: Early Childhood (Birth-Grade 2), MPS (E709)",Dual,Certificate of Advanced Graduate Studies,In Person,No,Dual,https://www.mville.edu/programs/masters-early-childhood-education.php
New York,Manhattanville College,CERT – Special Education: Early Childhood (Birth - Grade 2) and Childhood (Grades 1-6) – 29 credits,Blended,Certificate of Advanced Graduate Studies,In Person,No,Dual,https://mville.smartcatalogiq.com/en/2022-2023/graduate-catalog-2022-2023/school-of-education-graduate-programs-and-requirements/special-education-early-childhood-birth-grade-2-and-childhood-grades-1-6-cert-e403/
New York,Manhattanville College,MPS – Early Childhood (Birth-Grade 2) and Special Education: Early Childhood (Birth-Grade 2) -49 credits,Blended,Masters,In Person,No,Dual,https://mville.smartcatalogiq.com/en/2022-2023/graduate-catalog-2022-2023/school-of-education-graduate-programs-and-requirements/early-childhood-birth-grade-2-and-special-education-early-childhood-birth-grade-2-mps-e709/
New York,Marist College,The Childhood/Special Education Bachelors with the Birth through Grade 2 (B-2) special education certificate,Dual,Certificate in conjunction with a Bachelors,In Person,No,Dual and Elementary Ed,https://www.marist.edu/education
New York,Mercy College,"Teaching Students with Disabilities Early Childhood and Childhood, Advanced Certificate",ECSE,Certificate of Advanced Graduate Studies,In Person,No,ECSE,https://www.mercy.edu/academics/programs/teaching-students-disabilities-early-childhood-and-childhood-0
New York,Mercy College,"Teaching Students with Disabilities in Early Childhood and Childhood, M.S.",ECSE,Masters,In Person,No,ECSE and Special Education,https://www.mercy.edu/academics/programs/teaching-students-disabilities-early-childhood-and-childhood
New York,Mercy College,"Teaching Students with Disabilities, Birth to Sixth Grade and Early Childhood, M.S.",Blended,Masters,In Person,No,Dual and Special Education,https://www.mercy.edu/academics/programs/teaching-students-disabilities-birth-grade-6-and-early-childhood
